# ADF for H-H-O with rcut 3.0 and bin size 5°.
5.0000	8418.00
10.0000	41299.00
15.0000	58883.00
20.0000	34178.00
25.0000	36486.00
30.0000	35611.00
35.0000	55212.00
40.0000	83102.00
45.0000	90459.00
50.0000	92560.00
55.0000	94977.00
60.0000	95882.00
65.0000	98261.00
70.0000	99953.00
75.0000	100777.00
80.0000	101611.00
85.0000	101216.00
90.0000	101004.00
95.0000	98109.00
100.0000	96005.00
105.0000	92399.00
110.0000	89208.00
115.0000	84707.00
120.0000	80332.00
125.0000	75184.00
130.0000	69546.00
135.0000	64080.00
140.0000	57929.00
145.0000	51885.00
150.0000	45016.00
155.0000	38664.00
160.0000	31748.00
165.0000	24837.00
170.0000	17803.00
175.0000	10621.00
180.0000	3596.00
